"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
29-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","vrijdag","272","29","5",25-09-23,01-10-23
30-09-23,"2023","3","9",01-09-23,30-09-23,"202309","202310",11-09-23,08-10-23,"2023","10","39","zaterdag","273","30","6",25-09-23,01-10-23
01-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","39","zondag","274","1","7",25-09-23,01-10-23
02-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","maandag","275","2","1",02-10-23,08-10-23
03-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","dinsdag","276","3","2",02-10-23,08-10-23
04-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","woensdag","277","4","3",02-10-23,08-10-23
05-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","donderdag","278","5","4",02-10-23,08-10-23
06-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","vrijdag","279","6","5",02-10-23,08-10-23
07-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","zaterdag","280","7","6",02-10-23,08-10-23
08-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202310",11-09-23,08-10-23,"2023","10","40","zondag","281","8","7",02-10-23,08-10-23
09-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","maandag","282","9","1",09-10-23,15-10-23
10-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","dinsdag","283","10","2",09-10-23,15-10-23
11-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","woensdag","284","11","3",09-10-23,15-10-23
12-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","donderdag","285","12","4",09-10-23,15-10-23
13-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","vrijdag","286","13","5",09-10-23,15-10-23
14-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","zaterdag","287","14","6",09-10-23,15-10-23
15-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","41","zondag","288","15","7",09-10-23,15-10-23
16-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","maandag","289","16","1",16-10-23,22-10-23
17-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","dinsdag","290","17","2",16-10-23,22-10-23
18-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","woensdag","291","18","3",16-10-23,22-10-23
19-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","donderdag","292","19","4",16-10-23,22-10-23
20-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","vrijdag","293","20","5",16-10-23,22-10-23
21-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","zaterdag","294","21","6",16-10-23,22-10-23
22-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","42","zondag","295","22","7",16-10-23,22-10-23
23-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","maandag","296","23","1",23-10-23,29-10-23
24-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","dinsdag","297","24","2",23-10-23,29-10-23
25-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","woensdag","298","25","3",23-10-23,29-10-23
26-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","donderdag","299","26","4",23-10-23,29-10-23
27-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","vrijdag","300","27","5",23-10-23,29-10-23
28-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","zaterdag","301","28","6",23-10-23,29-10-23
29-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","43","zondag","302","29","7",23-10-23,29-10-23
30-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","44","maandag","303","30","1",30-10-23,05-11-23
31-10-23,"2023","4","10",01-10-23,31-10-23,"202310","202311",09-10-23,05-11-23,"2023","11","44","dinsdag","304","31","2",30-10-23,05-11-23
01-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202311",09-10-23,05-11-23,"2023","11","44","woensdag","305","1","3",30-10-23,05-11-23
02-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202311",09-10-23,05-11-23,"2023","11","44","donderdag","306","2","4",30-10-23,05-11-23
03-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202311",09-10-23,05-11-23,"2023","11","44","vrijdag","307","3","5",30-10-23,05-11-23
04-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202311",09-10-23,05-11-23,"2023","11","44","zaterdag","308","4","6",30-10-23,05-11-23
05-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202311",09-10-23,05-11-23,"2023","11","44","zondag","309","5","7",30-10-23,05-11-23
06-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","maandag","310","6","1",06-11-23,12-11-23
07-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","dinsdag","311","7","2",06-11-23,12-11-23
08-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","woensdag","312","8","3",06-11-23,12-11-23
09-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","donderdag","313","9","4",06-11-23,12-11-23
10-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","vrijdag","314","10","5",06-11-23,12-11-23
11-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","zaterdag","315","11","6",06-11-23,12-11-23
12-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","45","zondag","316","12","7",06-11-23,12-11-23
13-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","maandag","317","13","1",13-11-23,19-11-23
14-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","dinsdag","318","14","2",13-11-23,19-11-23
15-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","woensdag","319","15","3",13-11-23,19-11-23
16-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","donderdag","320","16","4",13-11-23,19-11-23
17-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","vrijdag","321","17","5",13-11-23,19-11-23
18-11-23,"2023","4","11",01-11-23,30-11-23,"202311","202312",06-11-23,03-12-23,"2023","12","46","zaterdag","322","18","6",13-11-23,19-11-23
06-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","maandag","65","6","1",06-03-23,12-03-23
07-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","dinsdag","66","7","2",06-03-23,12-03-23
08-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","woensdag","67","8","3",06-03-23,12-03-23
09-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","donderdag","68","9","4",06-03-23,12-03-23
10-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","vrijdag","69","10","5",06-03-23,12-03-23
11-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","zaterdag","70","11","6",06-03-23,12-03-23
12-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","10","zondag","71","12","7",06-03-23,12-03-23
13-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","maandag","72","13","1",13-03-23,19-03-23
14-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","dinsdag","73","14","2",13-03-23,19-03-23
15-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","woensdag","74","15","3",13-03-23,19-03-23
16-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","donderdag","75","16","4",13-03-23,19-03-23
17-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","vrijdag","76","17","5",13-03-23,19-03-23
18-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","zaterdag","77","18","6",13-03-23,19-03-23
19-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","11","zondag","78","19","7",13-03-23,19-03-23
20-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","maandag","79","20","1",20-03-23,26-03-23
21-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","dinsdag","80","21","2",20-03-23,26-03-23
22-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","woensdag","81","22","3",20-03-23,26-03-23
23-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","donderdag","82","23","4",20-03-23,26-03-23
24-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","vrijdag","83","24","5",20-03-23,26-03-23
25-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","zaterdag","84","25","6",20-03-23,26-03-23
26-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202303",27-02-23,26-03-23,"2023","3","12","zondag","85","26","7",20-03-23,26-03-23
27-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202304",27-03-23,23-04-23,"2023","4","13","maandag","86","27","1",27-03-23,02-04-23
28-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202304",27-03-23,23-04-23,"2023","4","13","dinsdag","87","28","2",27-03-23,02-04-23
29-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202304",27-03-23,23-04-23,"2023","4","13","woensdag","88","29","3",27-03-23,02-04-23
30-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202304",27-03-23,23-04-23,"2023","4","13","donderdag","89","30","4",27-03-23,02-04-23
31-03-23,"2023","1","3",01-03-23,31-03-23,"202303","202304",27-03-23,23-04-23,"2023","4","13","vrijdag","90","31","5",27-03-23,02-04-23
01-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","13","zaterdag","91","1","6",27-03-23,02-04-23
02-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","13","zondag","92","2","7",27-03-23,02-04-23
03-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","maandag","93","3","1",03-04-23,09-04-23
04-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","dinsdag","94","4","2",03-04-23,09-04-23
05-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","woensdag","95","5","3",03-04-23,09-04-23
06-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","donderdag","96","6","4",03-04-23,09-04-23
07-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","vrijdag","97","7","5",03-04-23,09-04-23
08-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","zaterdag","98","8","6",03-04-23,09-04-23
09-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","14","zondag","99","9","7",03-04-23,09-04-23
10-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","maandag","100","10","1",10-04-23,16-04-23
11-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","dinsdag","101","11","2",10-04-23,16-04-23
12-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","woensdag","102","12","3",10-04-23,16-04-23
13-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","donderdag","103","13","4",10-04-23,16-04-23
14-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","vrijdag","104","14","5",10-04-23,16-04-23
15-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","zaterdag","105","15","6",10-04-23,16-04-23
16-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","15","zondag","106","16","7",10-04-23,16-04-23
17-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","maandag","107","17","1",17-04-23,23-04-23
18-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","dinsdag","108","18","2",17-04-23,23-04-23
19-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","woensdag","109","19","3",17-04-23,23-04-23
20-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","donderdag","110","20","4",17-04-23,23-04-23
21-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","vrijdag","111","21","5",17-04-23,23-04-23
22-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","zaterdag","112","22","6",17-04-23,23-04-23
23-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202304",27-03-23,23-04-23,"2023","4","16","zondag","113","23","7",17-04-23,23-04-23
24-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","maandag","114","24","1",24-04-23,30-04-23
25-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","dinsdag","115","25","2",24-04-23,30-04-23
26-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","woensdag","116","26","3",24-04-23,30-04-23
27-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","donderdag","117","27","4",24-04-23,30-04-23
28-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","vrijdag","118","28","5",24-04-23,30-04-23
29-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","zaterdag","119","29","6",24-04-23,30-04-23
30-04-23,"2023","2","4",01-04-23,30-04-23,"202304","202305",24-04-23,21-05-23,"2023","5","17","zondag","120","30","7",24-04-23,30-04-23
01-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","maandag","121","1","1",01-05-23,07-05-23
02-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","dinsdag","122","2","2",01-05-23,07-05-23
03-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","woensdag","123","3","3",01-05-23,07-05-23
04-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","donderdag","124","4","4",01-05-23,07-05-23
05-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","vrijdag","125","5","5",01-05-23,07-05-23
06-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","zaterdag","126","6","6",01-05-23,07-05-23
07-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","18","zondag","127","7","7",01-05-23,07-05-23
08-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","maandag","128","8","1",08-05-23,14-05-23
09-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","dinsdag","129","9","2",08-05-23,14-05-23
10-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","woensdag","130","10","3",08-05-23,14-05-23
11-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","donderdag","131","11","4",08-05-23,14-05-23
12-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","vrijdag","132","12","5",08-05-23,14-05-23
13-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","zaterdag","133","13","6",08-05-23,14-05-23
14-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","19","zondag","134","14","7",08-05-23,14-05-23
15-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","maandag","135","15","1",15-05-23,21-05-23
16-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","dinsdag","136","16","2",15-05-23,21-05-23
17-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","woensdag","137","17","3",15-05-23,21-05-23
18-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","donderdag","138","18","4",15-05-23,21-05-23
19-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","vrijdag","139","19","5",15-05-23,21-05-23
20-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","zaterdag","140","20","6",15-05-23,21-05-23
21-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202305",24-04-23,21-05-23,"2023","5","20","zondag","141","21","7",15-05-23,21-05-23
22-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","maandag","142","22","1",22-05-23,28-05-23
23-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","dinsdag","143","23","2",22-05-23,28-05-23
24-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","woensdag","144","24","3",22-05-23,28-05-23
25-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","donderdag","145","25","4",22-05-23,28-05-23
26-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","vrijdag","146","26","5",22-05-23,28-05-23
27-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","zaterdag","147","27","6",22-05-23,28-05-23
28-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","21","zondag","148","28","7",22-05-23,28-05-23
29-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","22","maandag","149","29","1",29-05-23,04-06-23
30-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","22","dinsdag","150","30","2",29-05-23,04-06-23
31-05-23,"2023","2","5",01-05-23,31-05-23,"202305","202306",22-05-23,18-06-23,"2023","6","22","woensdag","151","31","3",29-05-23,04-06-23
01-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","22","donderdag","152","1","4",29-05-23,04-06-23
02-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","22","vrijdag","153","2","5",29-05-23,04-06-23
03-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","22","zaterdag","154","3","6",29-05-23,04-06-23
04-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","22","zondag","155","4","7",29-05-23,04-06-23
05-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","maandag","156","5","1",05-06-23,11-06-23
06-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","dinsdag","157","6","2",05-06-23,11-06-23
07-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","woensdag","158","7","3",05-06-23,11-06-23
08-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","donderdag","159","8","4",05-06-23,11-06-23
09-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","vrijdag","160","9","5",05-06-23,11-06-23
10-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","zaterdag","161","10","6",05-06-23,11-06-23
11-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","23","zondag","162","11","7",05-06-23,11-06-23
12-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","maandag","163","12","1",12-06-23,18-06-23
13-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","dinsdag","164","13","2",12-06-23,18-06-23
14-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","woensdag","165","14","3",12-06-23,18-06-23
15-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","donderdag","166","15","4",12-06-23,18-06-23
16-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","vrijdag","167","16","5",12-06-23,18-06-23
17-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","zaterdag","168","17","6",12-06-23,18-06-23
18-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202306",22-05-23,18-06-23,"2023","6","24","zondag","169","18","7",12-06-23,18-06-23
19-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","maandag","170","19","1",19-06-23,25-06-23
20-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","dinsdag","171","20","2",19-06-23,25-06-23
21-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","woensdag","172","21","3",19-06-23,25-06-23
22-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","donderdag","173","22","4",19-06-23,25-06-23
23-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","vrijdag","174","23","5",19-06-23,25-06-23
24-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","zaterdag","175","24","6",19-06-23,25-06-23
25-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","25","zondag","176","25","7",19-06-23,25-06-23
26-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","26","maandag","177","26","1",26-06-23,02-07-23
27-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","26","dinsdag","178","27","2",26-06-23,02-07-23
28-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","26","woensdag","179","28","3",26-06-23,02-07-23
29-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","26","donderdag","180","29","4",26-06-23,02-07-23
30-06-23,"2023","2","6",01-06-23,30-06-23,"202306","202307",19-06-23,16-07-23,"2023","7","26","vrijdag","181","30","5",26-06-23,02-07-23
01-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","26","zaterdag","182","1","6",26-06-23,02-07-23
02-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","26","zondag","183","2","7",26-06-23,02-07-23
03-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","maandag","184","3","1",03-07-23,09-07-23
04-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","dinsdag","185","4","2",03-07-23,09-07-23
05-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","woensdag","186","5","3",03-07-23,09-07-23
06-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","donderdag","187","6","4",03-07-23,09-07-23
07-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","vrijdag","188","7","5",03-07-23,09-07-23
08-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","zaterdag","189","8","6",03-07-23,09-07-23
09-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","27","zondag","190","9","7",03-07-23,09-07-23
10-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","maandag","191","10","1",10-07-23,16-07-23
11-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","dinsdag","192","11","2",10-07-23,16-07-23
12-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","woensdag","193","12","3",10-07-23,16-07-23
13-07-23,"2023","3","7",01-07-23,31-07-23,"202307","202307",19-06-23,16-07-23,"2023","7","28","donderdag","194","13","4",10-07-23,16-07-23
