"DATUM","JAARTAL","KWARTAAL","MAAND","EERSTEDAGMAAND","LAATSTEDAGMAAND","PERIODEMAAND","PERIODE4WEKEN","EERSTEDAG4WEKEN","LAATSTEDAG4WEKEN","JAAR4WEKEN","VIERWEKENNUMMER","ISOWEEK","DAGOMS","DAGJAAR","DAGMAAND","DAGWEEK","EERSTEDAGWEEK","LAATSTEDAGWEEK"
25-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202104",29-03-21,25-04-21,"2021","4","16","Zondag","115","25","7",19-04-21,25-04-21
26-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202105",26-04-21,23-05-21,"2021","5","17","Maandag","116","26","1",26-04-21,02-05-21
27-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202105",26-04-21,23-05-21,"2021","5","17","Dinsdag","117","27","2",26-04-21,02-05-21
28-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202105",26-04-21,23-05-21,"2021","5","17","Woensdag","118","28","3",26-04-21,02-05-21
29-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202105",26-04-21,23-05-21,"2021","5","17","Donderdag","119","29","4",26-04-21,02-05-21
30-04-21,"2021","2","4",01-04-21,30-04-21,"202104","202105",26-04-21,23-05-21,"2021","5","17","Vrijdag","120","30","5",26-04-21,02-05-21
01-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","17","Zaterdag","121","1","6",26-04-21,02-05-21
02-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","17","Zondag","122","2","7",26-04-21,02-05-21
03-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Maandag","123","3","1",03-05-21,09-05-21
04-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Dinsdag","124","4","2",03-05-21,09-05-21
05-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Woensdag","125","5","3",03-05-21,09-05-21
06-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Donderdag","126","6","4",03-05-21,09-05-21
07-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Vrijdag","127","7","5",03-05-21,09-05-21
08-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Zaterdag","128","8","6",03-05-21,09-05-21
09-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","18","Zondag","129","9","7",03-05-21,09-05-21
10-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Maandag","130","10","1",10-05-21,16-05-21
11-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Dinsdag","131","11","2",10-05-21,16-05-21
12-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Woensdag","132","12","3",10-05-21,16-05-21
13-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Donderdag","133","13","4",10-05-21,16-05-21
14-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Vrijdag","134","14","5",10-05-21,16-05-21
15-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Zaterdag","135","15","6",10-05-21,16-05-21
16-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","19","Zondag","136","16","7",10-05-21,16-05-21
17-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Maandag","137","17","1",17-05-21,23-05-21
18-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Dinsdag","138","18","2",17-05-21,23-05-21
19-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Woensdag","139","19","3",17-05-21,23-05-21
20-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Donderdag","140","20","4",17-05-21,23-05-21
21-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Vrijdag","141","21","5",17-05-21,23-05-21
22-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Zaterdag","142","22","6",17-05-21,23-05-21
23-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202105",26-04-21,23-05-21,"2021","5","20","Zondag","143","23","7",17-05-21,23-05-21
24-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Maandag","144","24","1",24-05-21,30-05-21
25-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Dinsdag","145","25","2",24-05-21,30-05-21
26-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Woensdag","146","26","3",24-05-21,30-05-21
27-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Donderdag","147","27","4",24-05-21,30-05-21
28-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Vrijdag","148","28","5",24-05-21,30-05-21
29-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Zaterdag","149","29","6",24-05-21,30-05-21
30-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","21","Zondag","150","30","7",24-05-21,30-05-21
31-05-21,"2021","2","5",01-05-21,31-05-21,"202105","202106",24-05-21,20-06-21,"2021","6","22","Maandag","151","31","1",31-05-21,06-06-21
01-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Dinsdag","152","1","2",31-05-21,06-06-21
02-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Woensdag","153","2","3",31-05-21,06-06-21
03-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Donderdag","154","3","4",31-05-21,06-06-21
04-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Vrijdag","155","4","5",31-05-21,06-06-21
05-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Zaterdag","156","5","6",31-05-21,06-06-21
06-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","22","Zondag","157","6","7",31-05-21,06-06-21
07-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Maandag","158","7","1",07-06-21,13-06-21
08-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Dinsdag","159","8","2",07-06-21,13-06-21
09-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Woensdag","160","9","3",07-06-21,13-06-21
10-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Donderdag","161","10","4",07-06-21,13-06-21
11-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Vrijdag","162","11","5",07-06-21,13-06-21
12-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Zaterdag","163","12","6",07-06-21,13-06-21
13-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","23","Zondag","164","13","7",07-06-21,13-06-21
14-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Maandag","165","14","1",14-06-21,20-06-21
15-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Dinsdag","166","15","2",14-06-21,20-06-21
16-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Woensdag","167","16","3",14-06-21,20-06-21
17-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Donderdag","168","17","4",14-06-21,20-06-21
18-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Vrijdag","169","18","5",14-06-21,20-06-21
19-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Zaterdag","170","19","6",14-06-21,20-06-21
20-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202106",24-05-21,20-06-21,"2021","6","24","Zondag","171","20","7",14-06-21,20-06-21
21-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Maandag","172","21","1",21-06-21,27-06-21
22-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Dinsdag","173","22","2",21-06-21,27-06-21
23-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Woensdag","174","23","3",21-06-21,27-06-21
24-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Donderdag","175","24","4",21-06-21,27-06-21
25-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Vrijdag","176","25","5",21-06-21,27-06-21
26-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Zaterdag","177","26","6",21-06-21,27-06-21
27-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","25","Zondag","178","27","7",21-06-21,27-06-21
28-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","26","Maandag","179","28","1",28-06-21,04-07-21
29-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","26","Dinsdag","180","29","2",28-06-21,04-07-21
30-06-21,"2021","2","6",01-06-21,30-06-21,"202106","202107",21-06-21,18-07-21,"2021","7","26","Woensdag","181","30","3",28-06-21,04-07-21
01-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","26","Donderdag","182","1","4",28-06-21,04-07-21
02-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","26","Vrijdag","183","2","5",28-06-21,04-07-21
03-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","26","Zaterdag","184","3","6",28-06-21,04-07-21
04-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","26","Zondag","185","4","7",28-06-21,04-07-21
05-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Maandag","186","5","1",05-07-21,11-07-21
06-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Dinsdag","187","6","2",05-07-21,11-07-21
07-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Woensdag","188","7","3",05-07-21,11-07-21
08-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Donderdag","189","8","4",05-07-21,11-07-21
09-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Vrijdag","190","9","5",05-07-21,11-07-21
10-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Zaterdag","191","10","6",05-07-21,11-07-21
11-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","27","Zondag","192","11","7",05-07-21,11-07-21
12-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Maandag","193","12","1",12-07-21,18-07-21
13-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Dinsdag","194","13","2",12-07-21,18-07-21
14-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Woensdag","195","14","3",12-07-21,18-07-21
15-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Donderdag","196","15","4",12-07-21,18-07-21
16-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Vrijdag","197","16","5",12-07-21,18-07-21
17-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Zaterdag","198","17","6",12-07-21,18-07-21
18-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202107",21-06-21,18-07-21,"2021","7","28","Zondag","199","18","7",12-07-21,18-07-21
19-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Maandag","200","19","1",19-07-21,25-07-21
20-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Dinsdag","201","20","2",19-07-21,25-07-21
21-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Woensdag","202","21","3",19-07-21,25-07-21
22-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Donderdag","203","22","4",19-07-21,25-07-21
23-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Vrijdag","204","23","5",19-07-21,25-07-21
24-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Zaterdag","205","24","6",19-07-21,25-07-21
25-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","29","Zondag","206","25","7",19-07-21,25-07-21
26-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Maandag","207","26","1",26-07-21,01-08-21
27-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Dinsdag","208","27","2",26-07-21,01-08-21
28-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Woensdag","209","28","3",26-07-21,01-08-21
29-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Donderdag","210","29","4",26-07-21,01-08-21
30-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Vrijdag","211","30","5",26-07-21,01-08-21
31-07-21,"2021","3","7",01-07-21,31-07-21,"202107","202108",19-07-21,15-08-21,"2021","8","30","Zaterdag","212","31","6",26-07-21,01-08-21
01-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","30","Zondag","213","1","7",26-07-21,01-08-21
02-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Maandag","214","2","1",02-08-21,08-08-21
03-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Dinsdag","215","3","2",02-08-21,08-08-21
04-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Woensdag","216","4","3",02-08-21,08-08-21
05-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Donderdag","217","5","4",02-08-21,08-08-21
06-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Vrijdag","218","6","5",02-08-21,08-08-21
07-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Zaterdag","219","7","6",02-08-21,08-08-21
08-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","31","Zondag","220","8","7",02-08-21,08-08-21
09-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Maandag","221","9","1",09-08-21,15-08-21
10-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Dinsdag","222","10","2",09-08-21,15-08-21
11-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Woensdag","223","11","3",09-08-21,15-08-21
12-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Donderdag","224","12","4",09-08-21,15-08-21
13-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Vrijdag","225","13","5",09-08-21,15-08-21
14-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Zaterdag","226","14","6",09-08-21,15-08-21
15-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202108",19-07-21,15-08-21,"2021","8","32","Zondag","227","15","7",09-08-21,15-08-21
16-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Maandag","228","16","1",16-08-21,22-08-21
17-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Dinsdag","229","17","2",16-08-21,22-08-21
18-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Woensdag","230","18","3",16-08-21,22-08-21
19-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Donderdag","231","19","4",16-08-21,22-08-21
20-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Vrijdag","232","20","5",16-08-21,22-08-21
21-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Zaterdag","233","21","6",16-08-21,22-08-21
22-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","33","Zondag","234","22","7",16-08-21,22-08-21
23-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Maandag","235","23","1",23-08-21,29-08-21
24-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Dinsdag","236","24","2",23-08-21,29-08-21
25-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Woensdag","237","25","3",23-08-21,29-08-21
26-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Donderdag","238","26","4",23-08-21,29-08-21
27-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Vrijdag","239","27","5",23-08-21,29-08-21
28-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Zaterdag","240","28","6",23-08-21,29-08-21
29-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","34","Zondag","241","29","7",23-08-21,29-08-21
30-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","35","Maandag","242","30","1",30-08-21,05-09-21
31-08-21,"2021","3","8",01-08-21,31-08-21,"202108","202109",16-08-21,12-09-21,"2021","9","35","Dinsdag","243","31","2",30-08-21,05-09-21
01-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","35","Woensdag","244","1","3",30-08-21,05-09-21
02-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","35","Donderdag","245","2","4",30-08-21,05-09-21
03-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","35","Vrijdag","246","3","5",30-08-21,05-09-21
04-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","35","Zaterdag","247","4","6",30-08-21,05-09-21
05-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","35","Zondag","248","5","7",30-08-21,05-09-21
06-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Maandag","249","6","1",06-09-21,12-09-21
07-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Dinsdag","250","7","2",06-09-21,12-09-21
08-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Woensdag","251","8","3",06-09-21,12-09-21
09-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Donderdag","252","9","4",06-09-21,12-09-21
10-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Vrijdag","253","10","5",06-09-21,12-09-21
11-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Zaterdag","254","11","6",06-09-21,12-09-21
12-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202109",16-08-21,12-09-21,"2021","9","36","Zondag","255","12","7",06-09-21,12-09-21
13-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Maandag","256","13","1",13-09-21,19-09-21
14-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Dinsdag","257","14","2",13-09-21,19-09-21
15-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Woensdag","258","15","3",13-09-21,19-09-21
16-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Donderdag","259","16","4",13-09-21,19-09-21
17-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Vrijdag","260","17","5",13-09-21,19-09-21
18-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Zaterdag","261","18","6",13-09-21,19-09-21
19-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","37","Zondag","262","19","7",13-09-21,19-09-21
20-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Maandag","263","20","1",20-09-21,26-09-21
21-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Dinsdag","264","21","2",20-09-21,26-09-21
22-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Woensdag","265","22","3",20-09-21,26-09-21
23-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Donderdag","266","23","4",20-09-21,26-09-21
24-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Vrijdag","267","24","5",20-09-21,26-09-21
25-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Zaterdag","268","25","6",20-09-21,26-09-21
26-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","38","Zondag","269","26","7",20-09-21,26-09-21
27-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","39","Maandag","270","27","1",27-09-21,03-10-21
28-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","39","Dinsdag","271","28","2",27-09-21,03-10-21
29-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","39","Woensdag","272","29","3",27-09-21,03-10-21
30-09-21,"2021","3","9",01-09-21,30-09-21,"202109","202110",13-09-21,10-10-21,"2021","10","39","Donderdag","273","30","4",27-09-21,03-10-21
01-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","39","Vrijdag","274","1","5",27-09-21,03-10-21
02-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","39","Zaterdag","275","2","6",27-09-21,03-10-21
03-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","39","Zondag","276","3","7",27-09-21,03-10-21
04-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Maandag","277","4","1",04-10-21,10-10-21
05-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Dinsdag","278","5","2",04-10-21,10-10-21
06-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Woensdag","279","6","3",04-10-21,10-10-21
07-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Donderdag","280","7","4",04-10-21,10-10-21
08-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Vrijdag","281","8","5",04-10-21,10-10-21
09-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Zaterdag","282","9","6",04-10-21,10-10-21
10-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202110",13-09-21,10-10-21,"2021","10","40","Zondag","283","10","7",04-10-21,10-10-21
11-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Maandag","284","11","1",11-10-21,17-10-21
12-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Dinsdag","285","12","2",11-10-21,17-10-21
13-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Woensdag","286","13","3",11-10-21,17-10-21
14-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Donderdag","287","14","4",11-10-21,17-10-21
15-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Vrijdag","288","15","5",11-10-21,17-10-21
16-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Zaterdag","289","16","6",11-10-21,17-10-21
17-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","41","Zondag","290","17","7",11-10-21,17-10-21
18-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Maandag","291","18","1",18-10-21,24-10-21
19-10-21,"2021","4","10",01-10-21,31-10-21,"202110","202111",11-10-21,07-11-21,"2021","11","42","Dinsdag","292","19","2",18-10-21,24-10-21
